College,Department,Prefix,Number,Title,Credits,Attributes
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6036,Chemical Biology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6138,Mass Spectrometry,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6150,Advanced Analytical Chemistry,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6235,Spectroscopic Analysis of Organic Compounds,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6250,Advanced Organic Chemistry I: Synthesis,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6263,Advanced Organic Chemistry II: Physical-Organic,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6279,Introduction to Drug Discovery,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6440,Reaction Kinetics,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6480,Advanced Quantum Mechanics I,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6804,Advanced Safety in the Chemistry Laboratory,1,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6810,Methods of Instruction in Higher Ed Chemistry,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6811,Classroom Assessment Practices in Chemistry,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6907,Independent Study,1-19,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6935,Graduate Seminars in Chemistry,1,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6936,Chemistry Colloquium,1,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6937,Discipline-Based Education Research Colloquium,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6938,Selected Topics in Chemistry,1-3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6945,Investigating Chemical Education Research in the United States,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6971,Thesis: Master's,2-19,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6973,Directed Research,1-19,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,6978,Advanced Research in Chemistry,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,7820,Directed Research,1-19,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Chemistry,CHM,7980,Dissertation: Doctoral,2-19,
College of Arts and Sciences,Department of Chemistry,CHS,2440,General Chemistry for Engineers,3,
College of Arts and Sciences,Department of Chemistry,CHS,2440L,General Chemistry for Engineers Lab,1,
College of Arts and Sciences,Department of Chemistry,CHS,4300,Fundamentals of Clinical Chemistry,3,
College of Arts and Sciences,Department of Chemistry,CHS,4301L,Clinical Laboratory,2,
College of Arts and Sciences,Department of Chemistry,CHS,4411,Chemistry and Microbiology of Beer,3,
College of Arts and Sciences,Department of World Languages,CHT,3110,Traditional Chinese Literature in Translation,3,
College of Arts and Sciences,Department of World Languages,CHT,3124,Modern Chinese Literature in Translation,3,
College of Arts and Sciences,Department of World Languages,CHT,3500,Introduction to Chinese Culture,3,
College of Arts and Sciences,Department of World Languages,CHT,3512,Contemporary Chinese Language and Society,3,
College of Arts and Sciences,Department of World Languages,CHT,3520,Chinese Film,3,
College of Engineering,Department of Computer Science and Engineering,CIS,3213,Foundations of Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,3303,Unified Modeling Language,3,
College of Arts and Sciences,School of Information,CIS,3360,Principles of Information Security,3,
College of Arts and Sciences,School of Information,CIS,3362,Cryptography and Information Security,3,
College of Engineering,Department of Computer Science and Engineering,CIS,3363,Information Technology Systems Security,3,
College of Arts and Sciences,School of Information,CIS,3367,Architecting Operating System Security,3,
College of Engineering,Department of Computer Science and Engineering,CIS,3433,System Integration and Architecture for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,3615,Secure Software Development,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4083,Cloud Computing for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4200,Penetration Testing for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4203,Cyber Forensics and Investigations,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4204,Ethical Hacking,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4212,Privacy-Preserving and Trustworthy Cyber-Infrastructures,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4216,Aggressive Hacking - What Hackers Do,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4219,Human Aspects of Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4250,Ethical Issues and Professional Conduct,3," 6AC, CLB, TGEE"
College of Engineering,Department of Computer Science and Engineering,CIS,4253,Ethics for Information Technology,3," 6AC, CEL, TGEE"
College of Engineering,Department of Computer Science and Engineering,CIS,4342,NoSQL Databases,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4344,Big Data Architecture with Hadoop,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4345,Big Data Storage and Analysis with Hadoop,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4361,Information Assurance and Security Management for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4365,Computer Security Policies and Disaster Preparedness,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4368,Database Security and Audits,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4387,Mobile and Wireless Security,3,
College of Arts and Sciences,School of Information,CIS,4510,IT Project Management,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4514,Requirements Led PM/PM Software & Tools,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4518,Quality & Testing w/ Agile in Project Management,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4524,IT Project Schedule & Cost Control,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4525,Contract Management & Negotiations,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4622,Hands-on Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4623,Practical Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4778,Applied Data and Information Security,3,
College of Engineering,Department of Computer Science and Engineering,CIS,4900,Independent Study in Computer Science,1-5,
College of Engineering,Department of Computer Science and Engineering,CIS,4910,Computer Science and Engineering Project,3," CST, TGEH"
College of Engineering,Department of Computer Science and Engineering,CIS,4915,Supervised Research in Computer Science,0-5,
College of Engineering,Department of Computer Science and Engineering,CIS,4916,Cyber Security and IT Capstone Project,2, 6AC
College of Engineering,Department of Computer Science and Engineering,CIS,4930,Special Topics in Computer Science I,1-3,
College of Engineering,Department of Computer Science and Engineering,CIS,4932,Special Topics for Information Technology,1-3,
College of Engineering,Department of Computer Science and Engineering,CIS,4935,Senior Project in Information Technology,4," 6AC, CST, TGEH"
College of Engineering,Department of Computer Science and Engineering,CIS,4940,Industry Internship,0-6,
College of Engineering,Department of Computer Science and Engineering,CIS,4947,Industry Internship for IT,1-5,
College of Engineering,Department of Computer Science and Engineering,CIS,6082,Cloud Computing,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6214,Privacy-Preserving and Trustworthy Cyber-Infrastructures,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6218,Human Aspects of Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6220,Penetration Testing for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6348,Big Data Storage and Analysis with Hadoop,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6373,Foundations of Software Security,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6375,Information Security and Privacy in Distributed Systems,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6377,Information Security Architecture for IT,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6511,IT Risk Management,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6624,Practical Cybersecurity,3,
College of Engineering,Department of Computer Science and Engineering,CIS,6900,Independent Study,1-19,
College of Engineering,Department of Computer Science and Engineering,CIS,6930,Special Topics,1-5,
College of Engineering,Department of Computer Science and Engineering,CIS,6946,Internships/Practicums/Clinical Practice,0-3,
College of Engineering,Department of Computer Science and Engineering,CIS,6971,Thesis: Master's,2-19,
College of Engineering,Department of Computer Science and Engineering,CIS,7910,Directed Research,1-19,
College of Engineering,Department of Computer Science and Engineering,CIS,7980,Dissertation: Doctoral,2-19,
College of Behavioral and Community Sciences,Department of Criminology,CJC,4010,American Correctional Systems,3,
College of Behavioral and Community Sciences,Department of Criminology,CJC,6020,"Theory, Practice, and Research in Corrections",3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,3213,Digital Forensics,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,3444,Crime Prevention,3, 6AC
College of Behavioral and Community Sciences,Department of Criminology,CJE,3650,Introduction to Forensic Science,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,3656,Introduction to Crime Analysis,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,3689,Cybercrime Investigations,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,3701,Gangs,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4010,Juvenile Justice System,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4114,American Law Enforcement Systems,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4244,Analytic Forensic Case Studies,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4610,Criminal Investigation,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4647,Crime Scene Sciences,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,4731,Forensic Investigations,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6025,"Policy Organization, Behavior, and Administration",3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6029,Advanced Seminar in Law Enforcement,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6216,Mobile Device Forensics,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6268,Minorities and Crime,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6624,Introduction to Digital Evidence,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6625,Network Forensic Criminal Investigations,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6626,Digital Forensic Criminal Investigations,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6627,Digital Evidence Recognition and Collection,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6688,Cybercrime and Criminal Justice,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6690,Cybercrime Law and Social Policy,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6698,Cyber Victimology,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6699,Homeland Security for a Networked Nation,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6716,Criminal Justice Graduate Capstone Seminar,3,
College of Behavioral and Community Sciences,Department of Criminology,CJE,6945,Practicum for Digital Forensics,3,
College of Behavioral and Community Sciences,Department of Criminology,CJJ,6020,Juvenile Delinquency,3,
College of Behavioral and Community Sciences,Department of Criminology,CJL,3064,Know Your Legal Rights,3," SD10, TGED"
College of Behavioral and Community Sciences,Department of Criminology,CJL,3110,Substantive Criminal Law,3,
College of Behavioral and Community Sciences,Department of Criminology,CJL,3502,Introduction to Courts,3,
College of Behavioral and Community Sciences,Department of Criminology,CJL,4115,Environmental Law and Crime,3,
College of Behavioral and Community Sciences,Department of Criminology,CJL,4410,Criminal Rights and Procedures,3,
College of Arts and Sciences,Department of World Languages,CLA,3103,Daily Life in Ancient Greece,3," 6AC, CLB, GCPC, SD16, SD17, TGEH"
College of Arts and Sciences,Department of World Languages,CLA,3124,Daily Life in Ancient Rome,3," CLB, GCPC, SD16, SD17, TGEH"
College of Arts and Sciences,Department of World Languages,CLA,3435,Ancient Globalization: East and West in the Hellenistic World,3," GCPC, SD05, SD16, SD17"
College of Arts and Sciences,Department of World Languages,CLA,3503,"Ancient Medicine: Quacks, Doctors, and Magicians",3,
College of Arts and Sciences,Department of World Languages,CLA,3930,Selected Topics,3,
College of Arts and Sciences,Department of World Languages,CLA,4501,Women in Antiquity,3," 6AC, GCPC, SD05, SD10, SD16, SD17"
College of Arts and Sciences,Department of Psychology,CLP,2001,Psychology of Adjustment,3,
College of Arts and Sciences,Department of Psychology,CLP,4134,Abnormal Child Psychology,3,
College of Arts and Sciences,Department of Psychology,CLP,4143,Abnormal Psychology,3,
College of Arts and Sciences,Department of Psychology,CLP,4302,Introduction to Clinical Psychology,3,
College of Arts and Sciences,Department of Psychology,CLP,4314,Health Psychology,3,
College of Arts and Sciences,Department of Psychology,CLP,4414,Behavior Modification,3,
College of Arts and Sciences,Department of Psychology,CLP,4433,Psychological Tests and Measurement,3,
College of Arts and Sciences,Department of Psychology,CLP,4620,Ethics in Psychology and Health,3,
College of Arts and Sciences,Department of Psychology,CLP,4941,Community Practicum in Selected Topics,1-9," INT, TGEH"
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6166,Psychopathology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6167,Emotion and Its Disorders,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6435,Evidence-Based Assessment,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6438,Psychological Assessment: Theory and Research,1-4,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6443,Assessment of Infant-Family Mental Health,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6462,Working with Families of Infants and Toddlers,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6477,Infant Family Mental Health,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6623,Professional and Ethical Issues in Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,6937,Topics in Clinical Psychology,1-3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,7186,Veterans and Their Families,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,7188,Clinical Psychology Interventions,1-4,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,7317,Health Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,CLP,7379,Graduate Seminar in Clinical-Community Psychology,1-3,
College of Arts and Sciences,Department of World Languages,CLT,2044,Wordpower from Latin and Greek,3,
College of Arts and Sciences,Department of World Languages,CLT,3040,Scientific and Medical Terminology,3,
College of Arts and Sciences,Department of World Languages,CLT,3103,Epic Battles and Dramatic Reversals in Greek Thought,3," CLB, GCPC, SD04, TGEH"
College of Arts and Sciences,Department of World Languages,CLT,3123,Voyages and Metamorphoses in Roman Imagination,3," 6AC, CLB, GCPC, SD04, TGEH"
College of Arts and Sciences,Department of World Languages,CLT,3370,Gods Heroes and Monsters in the Ancient World,3," CLB, GCPC, SD17, TGEH"
College of Arts and Sciences,Department of World Languages,CLT,3511,Greece and Rome in World Film,3," GCPC, SD16, SD17"
College of Arts and Sciences,Department of World Languages,CLT,3521,"American Greece, American Rome",3," GCPC, SD16"
College of Engineering,Department of Computer Science and Engineering,CNT,4004,Computer Networks I,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4104,Computer Information Networks for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4104L,Computer Information Networks Laboratory for Information Technology,1,
College of Engineering,Department of Computer Science and Engineering,CNT,4403,Network Security and Firewalls,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4411,Computing and Network Security,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4419,Secure Coding,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4603,System Administration and Maintenance for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4716C,Network Programming for IT,3,
College of Engineering,Department of Computer Science and Engineering,CNT,4800,Network Science,3,
College of Engineering,Department of Computer Science and Engineering,CNT,5008,Networks Essentials,1,
College of Engineering,Department of Computer Science and Engineering,CNT,6410,Emerging Topics in Network Security,3,
College of Engineering,Department of Computer Science and Engineering,CNT,6806,Network Science,3,
College of Arts and Sciences,Department of Communication,COM,2000,Introduction to Communication,3," GCPC, SD10, SD16"
College of Arts and Sciences,Department of Communication,COM,2130,Communication Skills for Health Professionals,3,
College of Arts and Sciences,Department of Communication,COM,3014,"Communication, Gender and Identity",3," 6AC, TGED"
College of Arts and Sciences,Department of Communication,COM,3051,Analyzing Culture and Media,3,
College of Arts and Sciences,Department of Communication,COM,3052,Cultural Studies and Communication,3,
College of Arts and Sciences,Department of Communication,COM,3110,Communication For Business and the Professions,3,
College of Arts and Sciences,Department of Communication,COM,3120,Organizational Communication,3,
College of Arts and Sciences,Department of Communication,COM,3122,Interview Communication,3,
College of Arts and Sciences,Department of Communication,COM,3413,Communication and Visual Culture,3,
College of Arts and Sciences,Department of Communication,COM,4020,"Communicating Illness, Grief, and Loss",3, 6AC
College of Arts and Sciences,Department of Communication,COM,4021,Family Communication and the End of Life,3,
College of Arts and Sciences,Department of Communication,COM,4022,Health Communication,3,
College of Arts and Sciences,Department of Communication,COM,4027,Intercultural Health Communication,3,
College of Arts and Sciences,Department of Communication,COM,4030,Women and Communication,3, 6AC
College of Arts and Sciences,Department of Communication,COM,4054,Disney and the Politics of Popular Culture,3, SD05
College of Arts and Sciences,Department of Communication,COM,4124,Communication and Organizational Change,3,
College of Arts and Sciences,Department of Communication,COM,4151,Communication and Working Life in Cont Orgs,3,
College of Arts and Sciences,Department of Communication,COM,4152,Communication and Leadership,3,
College of Arts and Sciences,Department of Communication,COM,4321,Applied Research Methods,3," SD04, UGR"
College of Arts and Sciences,Department of Communication,COM,4374,Critical Issues in Social Media,3,
College of Arts and Sciences,Department of Communication,COM,4414,Race and Gender in Popular Film and Television,3,
College of Arts and Sciences,Department of Communication,COM,4530,Influencing Public Opinion,3,
College of Arts and Sciences,Department of Communication,COM,4702,"Communication, Language, and Mental Illness",3,
College of Arts and Sciences,Department of Communication,COM,4710,Writing Lives,3, 6AC
College of Arts and Sciences,Department of Communication,COM,4744,Critical Issues in Reality Television,3,
College of Arts and Sciences,Department of Communication,COM,4931,Special Topics in Media Analysis,3,
College of Arts and Sciences,Department of Communication,COM,4958,Communication Senior Capstone,3," CST, GCPC, SD01, SD02, SD03, SD04, SD05, SD06, SD07, SD08, SD09, SD10, SD11, SD12, SD13, SD14, SD15, SD16, SD17, TGEH"
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6001,Theories and Histories of Communication,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6017,Gender in the Workplace,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6025,Health Communication,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6045,Communicating Leadership,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6121,Organizational Communication,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6345,Contemporary Cultural Studies,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,6724,Communication Training in Organizations,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,7325,Seminar in Communication Research Methods,3,
College of Arts and Sciences: School of Humanities,Department of Communication,COM,7933,Seminar in Communication Studies,3,
College of Engineering,Department of Computer Science and Engineering,COP,2030,Programming Concepts I,3,
College of Engineering,Department of Computer Science and Engineering,COP,2250,Object-Oriented Programming (Java SE),3,
College of Engineering,Department of Computer Science and Engineering,COP,2510,Programming Concepts,3,
College of Engineering,Department of Computer Science and Engineering,COP,2512,Programming Fundamentals for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,2513,Object Oriented Programming for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,2700,Database Systems Basics,3,
College of Engineering,Department of Computer Science and Engineering,COP,2930,Special Topics for Information Technology,1-3,
College of Engineering,Department of Computer Science and Engineering,COP,2931,Special Topics for Information Technology,1-3,
College of Engineering,Department of Computer Science and Engineering,COP,3259,Advanced Programming in JAVA,3,
College of Engineering,Department of Computer Science and Engineering,COP,3331,Object Oriented Software Design,3,
College of Engineering,Department of Computer Science and Engineering,COP,3353,User-Level Introduction to Linux for IT,3,
College of Engineering,Department of Computer Science and Engineering,COP,3375,Data Structures and Algorithms w/ Python,3,
College of Engineering,Department of Computer Science and Engineering,COP,3415,Data Structures and Algorithms,3,
College of Engineering,Department of Computer Science and Engineering,COP,3514,Program Design,3,
College of Engineering,Department of Computer Science and Engineering,COP,3515,Advanced Program Design for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,3718,Database Systems Design,3,
College of Engineering,Department of Computer Science and Engineering,COP,3722,Advanced Database Systems Design,3,
College of Engineering,Department of Computer Science and Engineering,COP,4020,Programming Languages,3,
College of Arts and Sciences,Department of Mathematics and Statistics,COP,4313,Symbolic Computations in Mathematics,3, 6AM
College of Engineering,Department of Computer Science and Engineering,COP,4365,Software System Development,3,
College of Engineering,Department of Computer Science and Engineering,COP,4368,Adv Object-Oriented Programming for IT,3,
College of Engineering,Department of Computer Science and Engineering,COP,4376,Java-Based Python (Jython),3,
College of Engineering,Department of Computer Science and Engineering,COP,4520,Computing in Massively Parallel Systems,3,
College of Engineering,Department of Computer Science and Engineering,COP,4530,Data Structures,3,
College of Engineering,Department of Computer Science and Engineering,COP,4538,Data Structures and Algorithms for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,4564,Application Maintenance & Debugging for IT,3,
College of Engineering,Department of Computer Science and Engineering,COP,4600,Operating Systems,3,
College of Engineering,Department of Computer Science and Engineering,COP,4620,Compilers,3,
College of Engineering,Department of Computer Science and Engineering,COP,4656,Software Development for Mobile Devices,3,
College of Engineering,Department of Computer Science and Engineering,COP,4663,Mobile Applications Development,3,
College of Engineering,Department of Computer Science and Engineering,COP,4703,Advanced Database Systems for Information Technology,3," CLB, TGEH"
College of Engineering,Department of Computer Science and Engineering,COP,4710,Database Design,3,
College of Engineering,Department of Computer Science and Engineering,COP,4834,Data-Driven Web Sites,3,
College of Engineering,Department of Computer Science and Engineering,COP,4854,Rich Internet Applications,3,
College of Engineering,Department of Computer Science and Engineering,COP,4883,Java Programming for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,4900,Independent Study in Information Technology,1-5,
College of Engineering,Department of Computer Science and Engineering,COP,4931,Special Topics for Information Technology,3,
College of Engineering,Department of Computer Science and Engineering,COP,5008,Computing Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COP,5016,Introduction to Unix and C,3,
College of Engineering,Department of Computer Science and Engineering,COP,5227,C Programming Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COP,5230,Object-Oriented Programming Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COP,5532,Data Structures Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COP,5612,Computer Systems Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COP,6021,Programming Languages: Design and Analysis,3,
College of Engineering,Department of Computer Science and Engineering,COP,6527,Computing in Massively Parallel Systems,3,
College of Engineering,Department of Computer Science and Engineering,COP,6536,Advances in Data Structures for IT,3,
College of Engineering,Department of Computer Science and Engineering,COP,6611,Operating Systems,3,
College of Engineering,Department of Computer Science and Engineering,COP,6625,Compilers,3,
College of Engineering,Department of Computer Science and Engineering,COP,6712,Database Management Systems,3,
College of Arts and Sciences,Department of Mathematics and Statistics,COT,3100,Introduction to Discrete Structures,3,
College of Engineering,Department of Computer Science and Engineering,COT,4210,Automata Theory and Formal Languages,3,
College of Engineering,Department of Computer Science and Engineering,COT,4400,Analysis of Algorithms,3,
College of Engineering,Department of Computer Science and Engineering,COT,4521,Computational Geometry,3,
College of Engineering,Department of Computer Science and Engineering,COT,4601,Quantum Computing and Quantum Algorithms,3,
College of Engineering,Department of Computer Science and Engineering,COT,5105,Discrete Structures Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COT,5407,Algorithms Essentials,2,
College of Engineering,Department of Computer Science and Engineering,COT,6405,Introduction to the Theory of Algorithms,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,2002,Introduction to Comparative Politics,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,3614,Politics of Eastern Europe,3, SD16
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,3643,Russian Politics,3,
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,3700,Comparative Law,3, SD16
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,3774,Cultures of Extremism,3, SD16
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,4034,Politics of the Developing Areas,3, GCPC
College of Arts and Sciences,School of Interdisciplinary Global Studies,CPO,4930,Comparative Government and Politics of Select Areas,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,CPO,5934,Selected Topics in Comparative Politics,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,CPO,6036,Politics of Development,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,CPO,6077,Social Movements,3,
College of Arts and Sciences: School of Social Sciences,School of Interdisciplinary Global Studies,CPO,6091,Seminar in Comparative Politics,3,
College of Arts and Sciences,Department of English,CRW,2100,Narration and Description,3, 6AC
College of Arts and Sciences,Department of English,CRW,3013,Creative Writing,3,
College of Arts and Sciences,Department of English,CRW,3111,Form and Technique of Fiction,3, 6AC
College of Arts and Sciences,Department of English,CRW,3112,Fiction I,3, 6AC
College of Arts and Sciences,Department of English,CRW,3121,Fiction II,3," 6AC, CST, TGEH"
College of Arts and Sciences,Department of English,CRW,3211,Form and Technique of Nonfiction,3,
College of Arts and Sciences,Department of English,CRW,3212,Nonfiction I,3,
College of Arts and Sciences,Department of English,CRW,3221,Nonfiction II,3,
College of Arts and Sciences,Department of English,CRW,3311,Form and Technique of Poetry,3,
College of Arts and Sciences,Department of English,CRW,3312,Poetry I,3,
College of Arts and Sciences,Department of English,CRW,3321,Poetry II,3," CST, TGEH"
College of Arts and Sciences,Department of English,CRW,4924,Advanced Creative Writing,3,
College of Arts and Sciences,Department of English,CRW,4930,Selected Topics in Creative Writing,1-3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6025,Special Topics in Creative Writing,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6130,Fiction Writing,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6164,The Craft of Fiction,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6231,The Craft of Nonfiction,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6236,Nonfiction Writing,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6331,Poetry Writing,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6352,The Craft of Poetry,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6726,Practicum in Literary Editing and Publishing,3,
College of Arts and Sciences: School of Humanities,Department of English,CRW,6806,Creative Writing Pedagogy Practicum,3,
College of Graduate Studies,Dean's Office (GS),CST,6920,Non-Credit Graduate Study,0,
College of Engineering,Department of Computer Science and Engineering,CTS,3165,Linux Essentials,3,
College of Engineering,Department of Computer Science and Engineering,CTS,4337,Linux Workstations System Administration for IT,3,
College of Engineering,Department of Computer Science and Engineering,CTS,4348,Linux Administration,3,
College of Engineering,Department of Computer Science and Engineering,CTS,4805,Web Development Tools,3,
