College,Department,Prefix,Number,Title,Credits,Attributes
College of Arts and Sciences,Department of Religious Studies,REL,3613,Modern Judaism,3, 6AC
College of Arts and Sciences,Department of Religious Studies,REL,3850,World Religions for Healthcare Professionals,3," CST, GCPC, SD03, SD17, TGEH"
College of Arts and Sciences,Department of Religious Studies,REL,3851,"Health, Ethics, and Religion",3," 6AC, CST, GCPC, SD17, TGEE"
College of Arts and Sciences,Department of Religious Studies,REL,3852,"Religious Perspectives on Health, Death, & Dying",3," CLB, GCPC, SD03, SD04, SD05, SD06, SD10, TGEH"
College of Arts and Sciences,Department of Religious Studies,REL,3900,Directed Readings,1-4,
College of Arts and Sciences,Department of Religious Studies,REL,3936,Selected Topics,1-3,
College of Arts and Sciences,Department of Religious Studies,REL,4108,Religion and Food,3," GCPC, SD01, SD02, SD03, SD05, SD08, SD09, SD10, SD11, SD12, SD16"
College of Arts and Sciences,Department of Religious Studies,REL,4174,Food Justice,3," CEL, GCPC, SD01, SD02, SD03, SD05, SD10, SD11, SD12, SD13, SD15, SD17, TGEH"
College of Arts and Sciences,Department of Religious Studies,REL,4188,Religion and Ecology Seminar,3,
College of Arts and Sciences,Department of Religious Studies,REL,4213,Early Jewish Literature,3, 6AC
College of Arts and Sciences,Department of Religious Studies,REL,4250,Jesus' Life and Teachings,3,
College of Arts and Sciences,Department of Religious Studies,REL,4499,Classics of Christian Thought,3, 6AC
College of Arts and Sciences,Department of Religious Studies,REL,4566,Old Order Anabaptists,3,
College of Arts and Sciences,Department of Religious Studies,REL,4910,Undergraduate Research,1-4,
College of Arts and Sciences,Department of Religious Studies,REL,4911,Undergraduate Research,1-4,
College of Arts and Sciences,Department of Religious Studies,REL,4931,Seminar in Religion,3, 6AC
College of Arts and Sciences,Department of Religious Studies,REL,4936,Selected Topics,1-3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6035,Theory and Methods in Religious Studies,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6143,"Religion, Culture, and Society",3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6145,Religion and Politics,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6189,Comparative Religious Ethics,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6196,Religion and Modernization,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6285,Studies in Biblical Archaeology,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6438,Modern Christian Thought,3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6906,Independent Study,1-3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6911,Directed Research,1-3,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6938,Special Topics in Religious Studies,2-4,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6940,Graduate Instruction Methods,1-4,
College of Arts and Sciences: School of Humanities,Department of Religious Studies,RLG,6971,Thesis: Master's,2-19,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,3004,Principles of Risk Management,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,3011,Principles of Insurance,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,3305,Natural Disasters and Community Recovery,3," 6AC, SD11, TGEC"
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4115,Life & Health Insurance Products,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4135,Retirement Planning and Employee Benefits,,
Muma College of Business,Baldwin Risk Partners School of Risk Management and Insurance,RMI,4224,Property and Casualty Insurance Products,3,
Muma College of Business,Baldwin Risk Partners School of Risk Management and Insurance,RMI,4226,Risk and Insurance Data Analytics,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4292,Property and Casualty Insurance Operations,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4354,Enterprise Risk Management,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4930,Special Topics in Risk Management/Insurance,3,
Muma College of Business,Kate Tiedemann School of Business and Finance,RMI,4941,Risk Management/Insurance Internship,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6111,Introduction to Rehabilitation Sciences,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6112,Advanced Rehabilitation Sciences,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6920,Colloquium in Rehabilitation Sciences 1,1,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6921,Colloquium in Rehabilitation Sciences 2,1,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,6941,Teaching Practicum in Rehabilitation Sciences,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7306,Rehabilitation Ethics,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7900,Directed Readings in Rehabilitation Sciences,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7911,Mentored Research Apprenticeship,1,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7930,Research Proseminar in Rehabilitation Sciences,2,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7931,Special Topics in Chronic Disease,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7932,Special Topics in Neuromusculoskeletal Disability,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7933,Special Topics in Veteran's Health/Reintegration,3,
Morsani College of Medicine,School of Physical Therapy and Rehabilitation Sciences,RSD,7980,Dissertation - Directed Research in Rehabilitation Sciences,3-12,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,2100,Writing For Radio and TV,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,3001,Introduction to Telecommunications,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,3301,Broadcast News,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,3321,Electronic Field Production,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,3411,"Race, Gender, & Class Issues in the Media",3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,3543,Multi Camera Field Production,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4202,Promotional Video Production,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4304,TV News,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4332C,Documentary Production,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4500,Media Management and Entrepreneurship,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4522C,Drone Videography,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4542,TV Production and Direction,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4543,Advanced Studio Production - Vu I,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4544,Advanced Studio Production - Vu II,3,
College of Arts and Sciences,Zimmerman School of Advertising and Mass Communications,RTV,4942C,TV Practicum - Newsbreak,3,
College of Arts and Sciences: School of Social Sciences,Zimmerman School of Advertising and Mass Communications,RTV,5416,"Race, Gender, Class issues in Media",3,
College of Arts and Sciences,Department of World Languages,RUS,1120,Beginning Russian I,4,
College of Arts and Sciences,Department of World Languages,RUS,1121,Beginning Russian II,4,
College of Arts and Sciences,Department of World Languages,RUS,2220,Intermediate Russian I,4,
College of Arts and Sciences,Department of World Languages,RUS,2221,Intermediate Russian II,4,
College of Arts and Sciences,Department of World Languages,RUS,2270,Overseas Study,1-6,
College of Arts and Sciences,Department of World Languages,RUS,3240,Russian Language & Culture through Film,3,
College of Arts and Sciences,Department of World Languages,RUS,3470,Overseas Study,1-6,
College of Arts and Sciences,Department of World Languages,RUS,3500,Russian Civilization,3," 6AC, GCPC, SD16"
College of Arts and Sciences,Department of World Languages,RUS,4241,Russian Language & Culture through Film II,3,
College of Arts and Sciences,Department of World Languages,RUS,4900,Selected Topics,1-3,
College of Arts and Sciences,Department of World Languages,RUS,4905,Directed Study,1-3,
College of Arts and Sciences,Department of World Languages,RUT,3110,Nineteenth Century Russian Literature in English,3," 6AC, TGEH, UGR"
College of Arts and Sciences,Department of World Languages,RUT,3111,Twentieth-Century Russian Literature in English,3, 6AC
College of Education,Department of Teaching and Learning,SCE,2041,Foundations of Science and Science Education,3," 6AC, TGEI"
College of Education,Department of Teaching and Learning,SCE,4305,Communication Skills in the Science Classroom,3,
College of Education,Department of Teaching and Learning,SCE,4310,Teaching Elementary School Science,3,
College of Education,Department of Teaching and Learning,SCE,4313,Science for all Students,3,
College of Education,Department of Teaching and Learning,SCE,4320,Teaching Methods in Middle Grade Science I,3,
College of Education,Department of Teaching and Learning,SCE,4330,Methods of Secondary Science Education,3,
College of Education,Department of Teaching and Learning,SCE,4863,"Science, Technology, Society Interaction",3," 6AC, GCPC, SD03, SD06, SD07, SD11, SD13, SD14"
College of Education,Department of Teaching and Learning,SCE,4936,Senior Seminar in Science Education,3,
College of Education,Department of Teaching and Learning,SCE,4940,Internship: Science Education,9," INT, TGEH"
College of Education,Department of Teaching and Learning,SCE,4945,Practicum in Secondary Science Education,3,
College of Education,Department of Teaching and Learning,SCE,5325,Methods of Middle Grades Science Education,3,
College of Education,Department of Teaching and Learning,SCE,5337,Methods of Secondary Science Education,3,
College of Education,Department of Teaching and Learning,SCE,5564,Reading and Communication in Science Education,3,
College of Education,Department of Teaching and Learning,SCE,6115,Trends in Science Instruction,3,
College of Education,Department of Teaching and Learning,SCE,6315,Teaching Elementary (K-5) School Science,3,
College of Education,Department of Teaching and Learning,SCE,6346,Foundations of Environmental Education Theory,3,
College of Education,Department of Teaching and Learning,SCE,6416,Teaching Secondary School Biology and Chemistry,3,
College of Education,Department of Teaching and Learning,SCE,6456,Teaching Secondary School Physical and Earth Science,3,
College of Education,Department of Teaching and Learning,SCE,6634,Current Trends in Elementary and Secondary Science Education,3,
College of Education,Department of Teaching and Learning,SCE,6644,Interpreting and Teaching the Environment,3,
College of Education,Department of Teaching and Learning,SCE,6735,Trends in Math and Science Education for Elementary Teachers,3,
College of Education,Department of Teaching and Learning,SCE,6738,Trends in STEM Education for Teachers in Secondary Grades,3,
College of Education,Department of Teaching and Learning,SCE,6803,Physical Science for Elementary Teachers,3,
College of Education,Department of Teaching and Learning,SCE,6804,Physical Science for Secondary Grade Teachers,3,
College of Education,Department of Teaching and Learning,SCE,6836,Teaching Earth Space in Secondary Grades,3,
College of Education,Department of Teaching and Learning,SCE,6838,Teaching Earth Space in Elementary,3,
College of Education,Department of Teaching and Learning,SCE,6855,Teaching Biology & Ocean Science in Elementary,3,
College of Education,Department of Teaching and Learning,SCE,6865,Technology: Solving Societal Problems,3,
College of Education,Department of Teaching and Learning,SCE,6866,"Understanding Mathematics, Science, and Technology: Human Enterprises",3,
College of Education,Department of Teaching and Learning,SCE,6876,Teaching Biology and Ocean Science in Secondary Grades,3,
College of Education,Department of Teaching and Learning,SCE,6906,Independent Study in Science Education,1-6,
College of Education,Department of Teaching and Learning,SCE,6938,Topics in Science Education: Field Practicum,3,
College of Education,Department of Teaching and Learning,SCE,6947,Internship in Secondary Education for Science,3-6,
College of Education,Department of Teaching and Learning,SCE,7076,"Historical, Social, and Epistemological Foundations of Science Education",3,
College of Education,Department of Teaching and Learning,SCE,7345,Theories and Practices of Science Teaching and Learning,3,
College of Education,Department of Teaching and Learning,SCE,7636,Advanced Trends in Science Education,3,
College of Education,Department of Teaching and Learning,SCE,7697,Socioscientific Issues in Science Education,3,
College of Education,Department of Teaching and Learning,SCE,7740,Doctoral Research in Science Education,3,
College of Education,Department of Teaching and Learning,SCE,7895,Philosophy and Nature of Science,3,
College of Education,Department of Teaching and Learning,SCE,7910,Directed Research in Science Education,1-19,
College of Education,Department of Teaching and Learning,SCE,7980,Dissertation,2-30,
Muma College of Business,School of Marketing and Innovation,SCM,3005,Supply Chain Management,3, GCPC
Muma College of Business,School of Marketing and Innovation,SCM,3144,Global Sourcing,3,
Muma College of Business,School of Marketing and Innovation,SCM,4120,Global Commerce,3,
Muma College of Business,School of Marketing and Innovation,SCM,4210,Logistics and Physical Distribution Management,3,
Muma College of Business,School of Marketing and Innovation,SCM,4420,Supply Chain Analytics,3,
Muma College of Business,School of Marketing and Innovation,SCM,4912,Undergraduate Research,3," TGEH, UGR"
Muma College of Business,School of Marketing and Innovation,SCM,4941,Supply Chain Management Internship,3," INT, TGEH"
Muma College of Business,School of Marketing and Innovation,SCM,4950,Supply Chain Management Capstone Project,3,
Muma College of Business,School of Marketing and Innovation,SCM,6006,Supply Chain Management,3,
Muma College of Business,School of Marketing and Innovation,SCM,6169,Supply Chain Sustainability,3,
Muma College of Business,School of Marketing and Innovation,SCM,6200,Logistics and Physical Distribution Management,3,
Muma College of Business,School of Marketing and Innovation,SCM,6206,Logistics Systems and Analytics,3,
Muma College of Business,School of Marketing and Innovation,SCM,6935,Seminar in Supply Chain Management,3,
Muma College of Business,School of Marketing and Innovation,SCM,6955,Supply Chain Management Capstone Project,3,
College of Education,Department of Educational and Psychological Studies,SDS,3341,Career Development for Student Athletes,2-3,
College of Education,Department of Educational and Psychological Studies,SDS,4942,Practicum in Career Development for Student-Athletes,0-2,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6042,Introduction to Higher Education and Student Affairs,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6260,Student Affairs Assessment Practices,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6344,Student Success in College,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6411,Introduction to Student Personnel Work in Higher Education,2,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6624,Campus Environments,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6641,Student Affairs Auxiliary Functions,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6645,Student Development Theory,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6646,Advising and Helping Skills in Student Affairs,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6648,Foundations of Academic Advising,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6649,Theories and Approaches to Academic Advising,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6650,Organization and Administration of Student Affairs,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6700,Advising Diverse Populations,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6701,Diversity in Higher Education,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6702,Issues in Academic Advising,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6703,The Law and Student Affairs,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6706,Trends and Issues in Higher Education and Student Affairs,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,6820,Internship in School Counseling,3-6,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7642,Advanced Seminar in Student Affairs,1-4,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7643,Advanced Student Development Theories,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7644,Enrollment Management,3,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7830,Advanced Internship in Counselor Education,2-8,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7945,Advanced Internship in Student Affairs Administration,1-6,
College of Education,"Department of Leadership, Policy, and Lifelong Learning",SDS,7980,Dissertation,2-24,
Undergraduate Studies,Department of Undergraduate Studies,SLS,1101,The University Experience,1-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,1107,Foundations for University Success,1-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,2122,Foundations of Professional Success,2,
Undergraduate Studies,Department of Undergraduate Studies,SLS,2320C,Exploring and Mapping Your Career Journey,3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,2401,Explore Career Pathways,1-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,2901,Academic Foundations Seminar,1-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,3113,Critical Thought for Academic Transitions,1-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,3275,Student Leadership on Campus,0-3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,3308,Job Search,1-3," GCPC, SD08"
Undergraduate Studies,Department of Undergraduate Studies,SLS,3407,Strategies for Veteran Success,3,
Undergraduate Studies,Department of Undergraduate Studies,SLS,3717,Peer Tutor Training,0,
College of Education,Department of Teaching and Learning,SMT,6315,STEM Methods,3,
College of Education,Department of Teaching and Learning,SMT,6318,Current Trends in K-12 Math and Science Assessment,3,
College of Arts and Sciences,Department of Psychology,SOP,4004,Social Psychology,3,
College of Arts and Sciences,Department of Psychology,SOP,4450,Psychology of Religion,3,
College of Arts and Sciences,Department of Psychology,SOP,4702,Psychology of Gender,3,
College of Arts and Sciences,Department of Psychology,SOP,4723,Cross-Cultural Psychology,3,
College of Arts and Sciences,Department of Psychology,SOP,4744,Women's Mental Health,3,
College of Arts and Sciences,Department of Psychology,SOP,4751,Psychology Applied to Law,3,
College of Arts and Sciences,Department of Psychology,SOP,4777,Psychology of Human Sexuality,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,SOP,6068,Personality and Social Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,SOP,6669,Topics in Social-Organizational Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,SOP,6709,Topics in Social Psychology,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,SOP,6739,Cultural Competence,3,
College of Arts and Sciences: School of Natural Sciences and Mathematics,Department of Psychology,SOP,6939,The Self in Social Psychology,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,3101,Human Behavior and the Social Environment I,3, SD03
College of Behavioral and Community Sciences,School of Social Work,SOW,3102,Human Behavior and the Social Environment II,3, SD03
College of Behavioral and Community Sciences,School of Social Work,SOW,3203,Introduction to Social Work,3," 6AC, SD04, TGEC"
College of Behavioral and Community Sciences,School of Social Work,SOW,3210,The American Social Welfare System,3," SD10, SD16, SD17"
College of Behavioral and Community Sciences,School of Social Work,SOW,3401,Research and Statistics For Social Work,3, SD16
College of Behavioral and Community Sciences,School of Social Work,SOW,3802,Happiness and Well-Being,3," GCPC, SD03, TGEH, UGR"
College of Behavioral and Community Sciences,School of Social Work,SOW,3804,Meaning in Life,3," 6AC, GCPC, SD03, TGEH, UGR"
College of Behavioral and Community Sciences,School of Social Work,SOW,4134,Living Latinx: Social Work Practice,3," GCPC, SD01, SD03, SD04, SD05, SD08, SD10"
College of Behavioral and Community Sciences,School of Social Work,SOW,4233,Social Welfare Policy and Program Analysis,3," GCPC, SD10"
College of Behavioral and Community Sciences,School of Social Work,SOW,4315,Social Work Case Management with Special Populations,3," SD01, SD02, SD03, SD05, SD08, SD10"
College of Behavioral and Community Sciences,School of Social Work,SOW,4341,Multi-Methods of Social Work Practice I-Micro System Intervention,3, SD03
College of Behavioral and Community Sciences,School of Social Work,SOW,4343,Multi-Methods of Social Work Practice II Macro-System Intervention,3, SD10
College of Behavioral and Community Sciences,School of Social Work,SOW,4414,Social Work Data Management,2, SD10
College of Behavioral and Community Sciences,School of Social Work,SOW,4510C,Integrative Seminar and Field Placement,9," INT, SD16, TGEH"
College of Behavioral and Community Sciences,School of Social Work,SOW,4522,Multicultural America in a Global Society,3," 6AC, GCPC, SD01, SD05, SD10, TGED"
College of Behavioral and Community Sciences,School of Social Work,SOW,4602,Social Work Practice in Mental Health and Health Care,3, SD03
College of Behavioral and Community Sciences,School of Social Work,SOW,4650,Child Maltreatment and Child Welfare,3," GCPC, SD10, SD16"
College of Behavioral and Community Sciences,School of Social Work,SOW,4910,Directed Research,1-6,
College of Behavioral and Community Sciences,School of Social Work,SOW,4930,Variable Topics in Social Work,1-3, SD10
College of Behavioral and Community Sciences,School of Social Work,SOW,6105,Foundations in Human Behavior,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6116,Trauma and Intervention,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6124,Psychopathology,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6126,"Health, Illness, and Disability",2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6128,Cognitive Behavioral Therapy,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6186,Foundations of Social Work Macro Practice,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6235,Foundations of Social Welfare Policy,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6236,Social Welfare Policy Development and Analysis,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6305,Foundations of Social Work Micro Practice,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6342,Social Work Practice with Individuals,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6348,Diversity and Social Justice,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6362,Social Work Practice with Couples and Families,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6368,Social Work Practice with Groups,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6405,Foundations of Social Work Research and Statistics,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6438,Evaluation of Clinical Practice in Diverse Setting,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6534,Field Instruction I,1,
College of Behavioral and Community Sciences,School of Social Work,SOW,6535,Field Instruction II,4,
College of Behavioral and Community Sciences,School of Social Work,SOW,6536,Field Instruction III,2-4,
College of Behavioral and Community Sciences,School of Social Work,SOW,6539,Field Instruction IV,4,
College of Behavioral and Community Sciences,School of Social Work,SOW,6553,Field Instruction Sequence IA: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6554,Field Instruction Sequence IB: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6555,Field Instruction Sequence IIA: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6556,Field Instruction Sequence IIB: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6557,Field Instruction Sequence IIC: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6558,Field Instruction Sequence IIIA: Part-Time,2,
College of Behavioral and Community Sciences,School of Social Work,SOW,6607,Women's Mental Health,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6652,Child Maltreatment,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6711,Substance Use Disorders,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6900,Independent Study,1-3,
College of Behavioral and Community Sciences,School of Social Work,SOW,6931,Selected Topics in Social Work,1-4,
College of Behavioral and Community Sciences,School of Social Work,SOW,6935,Introduction to Psychopharmacology in Social Work Practice,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7417,Advanced Statistics in Social Work Research,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7491,Theoretical Perspectives in Social Work Research,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7497,Quantitative Methods in Social Work Research,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7616,Advanced Clinical Practice with Complex Problems,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7775,Critical Issues in Social Work,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7776,The Social Work Educator in the University,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,7919,Directed Studies in Social Work Research,1-12,
College of Behavioral and Community Sciences,School of Social Work,SOW,7980,Dissertation Hours,2-12,
College of Behavioral and Community Sciences,School of Social Work,SOW,7981,Scientific Communication and Dissemination Practices,3,
College of Behavioral and Community Sciences,School of Social Work,SOW,8907,Social Work Capstone,1,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3002,Introduction to Communication Sciences and Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3004,Introduction to Language Development and Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3011,Introduction to Speech Science,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3030,Introduction to Hearing Science,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3101,Anatomy and Physiology of the Speech and Hearing Mechanism,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3112,Applied Phonetics in Communication Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3261,Language Science for Comm. Sciences & Disorders,3," GCPC, SD03, SD04, SD10"
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3310,Introduction to Disorders of Hearing,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,3470,Culture and Diversity in CSD,3," CST, GCPC, SD05, SD10, TGEE"
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4031,Survey of the Profession of Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4050,Advanced Clinical Methods,3," FST, TGEH"
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4052,Case Studies and Observation,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4104,"Neuroanatomy for Speech, Language and Hearing",3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4210,Vocal Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4222,Fluency Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4250,Introduction to Speech Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4257,Adult Communication Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4321,Introduction to Audiologic Rehabilitation,3, SD10
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4510,Introduction to Clinical Methods and Counseling in CSD,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4632,Nature and Needs of the Deaf and Hard of Hearing,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4901,Research Methods in Communication Sciences and Disorders,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4910,Directed Research,1-10,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4930,Selected Topics,1-3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,4962,Undergraduate Comprehensive Examination,1,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5120,Psychoacoustics,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5132,Audiology Instrumentation,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5153,Quantitative Problem Solving in Speech Pathology and Audiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5204,Advanced Clinical Phonology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5303,Auditory Anatomy and Physiology,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5403,Language-Learning in the School-Age Years,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5506,Speech-Language Pathology and Audiology Practicum,1-8,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5512,Audiology Counseling Across the Lifespan,3,
College of Behavioral and Community Sciences,Department of Communication Sciences and Disorders,SPA,5552,Diagnostic Principles and Practices,3,
